InventoryId,Store,City,Brand,Description,Size,onHand,Price,startDate
55_Skyview_19055,55,Skyview,19055,VelvetVista,750mL,20,9.99,01/01/2016
55_Skyview_19175,55,Skyview,19175,StarrySipAmericano,750mL,74,11.99,01/01/2016
55_Skyview_19507,55,Skyview,19507,VelvetFizz,750mL,43,7.99,01/01/2016
55_Skyview_19549,55,Skyview,19549,FrostedFable,3L,10,14.99,01/01/2016
55_Skyview_19789,55,Skyview,19789,StarlitStrawberrySteam,750mL,15,19.99,01/01/2016
55_Skyview_20508,55,Skyview,20508,DreamyDew,750mL,2,18.99,01/01/2016
55_Skyview_24002,55,Skyview,24002,EnchantedElderflowerElixir,1.5L,23,8.99,01/01/2016
40_Aurora Bluff_14383,40,Aurora Bluff,14383,SunlitSnowfruitSip,750mL,10,15.99,01/01/2016
40_Aurora Bluff_14439,40,Aurora Bluff,14439,LushLagoonLatte,750mL,12,4.99,01/01/2016
40_Aurora Bluff_16328,40,Aurora Bluff,16328,TranquilToastedTaffy,500mL,11,3.99,01/01/2016
40_Aurora Bluff_19507,40,Aurora Bluff,19507,VelvetFizz,750mL,14,7.99,01/01/2016
40_Aurora Bluff_24002,40,Aurora Bluff,24002,EnchantedElderflowerElixir,1.5L,5,8.99,01/01/2016
40_Aurora Bluff_24673,40,Aurora Bluff,24673,ZenBrew,1.5L,5,15.99,01/01/2016
40_Aurora Bluff_29996,40,Aurora Bluff,29996,WhisperQuencher,750mL,6,16.99,01/01/2016
40_Aurora Bluff_33683,40,Aurora Bluff,33683,FrothEuphoria,1.5L,5,20.99,01/01/2016
40_Aurora Bluff_35862,40,Aurora Bluff,35862,SunburstSip,750mL,8,19.99,01/01/2016
40_Aurora Bluff_37731,40,Aurora Bluff,37731,CosmicCider,3L,6,10.99,01/01/2016
41_Twilight Harbor_1022,41,Twilight Harbor,1022,FrostedFudgeFantasia,750mL,0,13.99,01/01/2016
41_Twilight Harbor_1094,41,Twilight Harbor,1094,TranquilBrew,750mL,6,41.99,01/01/2016
41_Twilight Harbor_1397,41,Twilight Harbor,1397,BlueberryBrew,750mL,13,13.99,01/01/2016
23_Willowbrook_27644,23,Willowbrook,27644,EnchantedIced,750mL,15,9.99,01/01/2016
23_Willowbrook_28983,23,Willowbrook,28983,TranquilTurmericTonic,750mL,15,14.99,01/01/2016
23_Willowbrook_29407,23,Willowbrook,29407,WildWisteriaWhirl,750mL,66,15.99,01/01/2016
23_Willowbrook_29472,23,Willowbrook,29472,ChillWave,Liter,10,8.99,01/01/2016
23_Willowbrook_29996,23,Willowbrook,29996,WhisperQuencher,750mL,13,16.99,01/01/2016
23_Willowbrook_31541,23,Willowbrook,31541,OasisWhirl,750mL,10,20.99,01/01/2016
23_Willowbrook_32604,23,Willowbrook,32604,CarnivalChill,750mL,3,9.95,01/01/2016
23_Willowbrook_33035,23,Willowbrook,33035,MapleMystique,750mL,5,8.99,01/01/2016
23_Willowbrook_33683,23,Willowbrook,33683,FrothEuphoria,1.5L,16,20.99,01/01/2016
23_Willowbrook_34020,23,Willowbrook,34020,AuroraZest,750mL,16,19.99,01/01/2016
23_Willowbrook_35862,23,Willowbrook,35862,SunburstSip,750mL,14,19.99,01/01/2016
23_Willowbrook_37731,23,Willowbrook,37731,CosmicCider,3L,21,10.99,01/01/2016
23_Willowbrook_40175,23,Willowbrook,40175,SunburstSorbet,187mL 4 Pk,6,11.99,01/01/2016
23_Willowbrook_41212,23,Willowbrook,41212,SparkleBliss,750mL,8,15.99,01/01/2016
28_Havenhurst_3917,28,Havenhurst,3917,SparklingSiesta,50mL,1,0.99,01/01/2016
28_Havenhurst_4246,28,Havenhurst,4246,TranquilToffeeTwirl,375mL,28,5.49,01/01/2016
28_Havenhurst_5921,28,Havenhurst,5921,SparklingSaffron,750mL,9,21.99,01/01/2016
28_Havenhurst_8102,28,Havenhurst,8102,MidnightMochaMist,1.75L,21,24.99,01/01/2016
28_Havenhurst_8370,28,Havenhurst,8370,LavenderLullaby,1.75L,16,10.99,01/01/2016
28_Havenhurst_16328,28,Havenhurst,16328,TranquilToastedTaffy,500mL,10,3.99,01/01/2016
28_Havenhurst_17100,28,Havenhurst,17100,SipSerenity,750mL,17,7.99,01/01/2016
28_Havenhurst_24002,28,Havenhurst,24002,EnchantedElderflowerElixir,1.5L,9,8.99,01/01/2016
28_Havenhurst_33683,28,Havenhurst,33683,FrothEuphoria,1.5L,14,20.99,01/01/2016
71_Emberfield_1397,71,Emberfield,1397,BlueberryBrew,750mL,104,13.99,01/01/2016
71_Emberfield_1692,71,Emberfield,1692,FrothyForestFable,750mL,8,18.49,01/01/2016
71_Emberfield_1896,71,Emberfield,1896,AlpineAloeAria,750mL,9,99.99,01/01/2016
71_Emberfield_2598,71,Emberfield,2598,TropicalTidewave,750mL,7,14.99,01/01/2016
71_Emberfield_2679,71,Emberfield,2679,OceanOpal,750mL,26,19.99,01/01/2016
71_Emberfield_2854,71,Emberfield,2854,CloudNineCafé,750mL,22,54.99,01/01/2016
71_Emberfield_3079,71,Emberfield,3079,RadiantRhubarbRefresher,750mL,8,13.99,01/01/2016
71_Emberfield_3237,71,Emberfield,3237,ChilledCherryCharm,1.75L,9,23.99,01/01/2016
71_Emberfield_3296,71,Emberfield,3296,MysticMangoMingle,750mL,10,22.99,01/01/2016
71_Emberfield_3487,71,Emberfield,3487,SummerBerryBrio,750mL,18,16.99,01/01/2016
71_Emberfield_3622,71,Emberfield,3622,ChaiCherryCharm,750mL,30,18.49,01/01/2016
71_Emberfield_3688,71,Emberfield,3688,StarryNectar,1.75L,1,4.99,01/01/2016
15_Meadowhaven_23633,15,Meadowhaven,23633,CinnamonSizzle,750mL,5,14.99,01/01/2016
15_Meadowhaven_24002,15,Meadowhaven,24002,EnchantedElderflowerElixir,1.5L,27,8.99,01/01/2016
15_Meadowhaven_24310,15,Meadowhaven,24310,ZestSplash,750mL,9,12.99,01/01/2016
15_Meadowhaven_24557,15,Meadowhaven,24557,EnchantedEucalyptusElixir,750mL,5,12.99,01/01/2016
15_Meadowhaven_24673,15,Meadowhaven,24673,ZenBrew,1.5L,18,15.99,01/01/2016
15_Meadowhaven_25159,15,Meadowhaven,25159,Peaches-n-Dream,750mL,12,11.99,01/01/2016
15_Meadowhaven_27644,15,Meadowhaven,27644,EnchantedIced,750mL,8,9.99,01/01/2016
15_Meadowhaven_29407,15,Meadowhaven,29407,WildWisteriaWhirl,750mL,11,15.99,01/01/2016
15_Meadowhaven_29996,15,Meadowhaven,29996,WhisperQuencher,750mL,21,16.99,01/01/2016
15_Meadowhaven_32604,15,Meadowhaven,32604,CarnivalChill,750mL,6,9.95,01/01/2016
15_Meadowhaven_33683,15,Meadowhaven,33683,FrothEuphoria,1.5L,17,20.99,01/01/2016
15_Meadowhaven_35365,15,Meadowhaven,35365,CrystalCascade,750mL,0,26.99,01/01/2016
15_Meadowhaven_35862,15,Meadowhaven,35862,SunburstSip,750mL,7,19.99,01/01/2016
8_Horizon Hills_1022,8,Horizon Hills,1022,FrostedFudgeFantasia,750mL,0,13.99,01/01/2016
8_Horizon Hills_1094,8,Horizon Hills,1094,TranquilBrew,750mL,7,41.99,01/01/2016
8_Horizon Hills_1397,8,Horizon Hills,1397,BlueberryBrew,750mL,13,13.99,01/01/2016
8_Horizon Hills_1692,8,Horizon Hills,1692,FrothyForestFable,750mL,14,18.49,01/01/2016
8_Horizon Hills_1896,8,Horizon Hills,1896,AlpineAloeAria,750mL,5,99.99,01/01/2016
8_Horizon Hills_2598,8,Horizon Hills,2598,TropicalTidewave,750mL,12,14.99,01/01/2016
8_Horizon Hills_2679,8,Horizon Hills,2679,OceanOpal,750mL,49,19.99,01/01/2016
8_Horizon Hills_2854,8,Horizon Hills,2854,CloudNineCafé,750mL,23,54.99,01/01/2016
8_Horizon Hills_3079,8,Horizon Hills,3079,RadiantRhubarbRefresher,750mL,13,13.99,01/01/2016
8_Horizon Hills_3237,8,Horizon Hills,3237,ChilledCherryCharm,1.75L,6,23.99,01/01/2016
8_Horizon Hills_3296,8,Horizon Hills,3296,MysticMangoMingle,750mL,3,22.99,01/01/2016
8_Horizon Hills_3487,8,Horizon Hills,3487,SummerBerryBrio,750mL,14,16.99,01/01/2016
48_Meadowbrook_2598,48,Meadowbrook,2598,TropicalTidewave,750mL,3,14.99,01/01/2016
48_Meadowbrook_2679,48,Meadowbrook,2679,OceanOpal,750mL,33,19.99,01/01/2016
48_Meadowbrook_2854,48,Meadowbrook,2854,CloudNineCafé,750mL,32,54.99,01/01/2016
48_Meadowbrook_3487,48,Meadowbrook,3487,SummerBerryBrio,750mL,2,16.99,01/01/2016
48_Meadowbrook_3688,48,Meadowbrook,3688,StarryNectar,1.75L,1,4.99,01/01/2016
48_Meadowbrook_3917,48,Meadowbrook,3917,SparklingSiesta,50mL,26,0.99,01/01/2016
48_Meadowbrook_4246,48,Meadowbrook,4246,TranquilToffeeTwirl,375mL,31,5.49,01/01/2016
48_Meadowbrook_5124,48,Meadowbrook,5124,FrolicFrappe,1.75L,3,66.99,01/01/2016
34_Phoenixville_19507,34,Phoenixville,19507,VelvetFizz,750mL,31,7.99,01/01/2016
34_Phoenixville_19549,34,Phoenixville,19549,FrostedFable,3L,6,14.99,01/01/2016
34_Phoenixville_19693,34,Phoenixville,19693,CelestialCaramelCascara,1.5L,6,12.99,01/01/2016
34_Phoenixville_19789,34,Phoenixville,19789,StarlitStrawberrySteam,750mL,11,19.99,01/01/2016
34_Phoenixville_20400,34,Phoenixville,20400,StarrySpicedSorbet,750mL,12,13.99,01/01/2016
34_Phoenixville_21412,34,Phoenixville,21412,DreamyDragonfruitDazzle,750mL,30,7.99,01/01/2016
34_Phoenixville_22008,34,Phoenixville,22008,BlossomBreezeBrew,750mL,11,12.99,01/01/2016
76_Sapphire Shores_40175,76,Sapphire Shores,40175,SunburstSorbet,187mL 4 Pk,31,11.99,01/01/2016
76_Sapphire Shores_41212,76,Sapphire Shores,41212,SparkleBliss,750mL,21,15.99,01/01/2016
76_Sapphire Shores_44854,76,Sapphire Shores,44854,ChocoMintMystique,750mL,17,51.99,01/01/2016
76_Sapphire Shores_45474,76,Sapphire Shores,45474,WhisperingWindchai,750mL,10,49.99,01/01/2016
76_Sapphire Shores_90011,76,Sapphire Shores,90011,RadiantRooibos,750mL,33,144.99,01/01/2016
77_Willowmere_1094,77,Willowmere,1094,TranquilBrew,750mL,5,41.99,01/01/2016
77_Willowmere_1397,77,Willowmere,1397,BlueberryBrew,750mL,35,13.99,01/01/2016
77_Willowmere_1692,77,Willowmere,1692,FrothyForestFable,750mL,17,18.49,01/01/2016
77_Willowmere_1896,77,Willowmere,1896,AlpineAloeAria,750mL,3,99.99,01/01/2016
21_Moonstone_1022,21,Moonstone,1022,FrostedFudgeFantasia,750mL,10,13.99,01/01/2016
21_Moonstone_1094,21,Moonstone,1094,TranquilBrew,750mL,7,41.99,01/01/2016
21_Moonstone_1397,21,Moonstone,1397,BlueberryBrew,750mL,29,13.99,01/01/2016
21_Moonstone_1692,21,Moonstone,1692,FrothyForestFable,750mL,9,18.49,01/01/2016
21_Moonstone_1896,21,Moonstone,1896,AlpineAloeAria,750mL,8,99.99,01/01/2016
21_Moonstone_2598,21,Moonstone,2598,TropicalTidewave,750mL,10,14.99,01/01/2016
21_Moonstone_2679,21,Moonstone,2679,OceanOpal,750mL,30,19.99,01/01/2016
21_Moonstone_2854,21,Moonstone,2854,CloudNineCafé,750mL,5,54.99,01/01/2016
21_Moonstone_3079,21,Moonstone,3079,RadiantRhubarbRefresher,750mL,14,13.99,01/01/2016
21_Moonstone_3237,21,Moonstone,3237,ChilledCherryCharm,1.75L,7,23.99,01/01/2016
21_Moonstone_3296,21,Moonstone,3296,MysticMangoMingle,750mL,1,22.99,01/01/2016
21_Moonstone_3487,21,Moonstone,3487,SummerBerryBrio,750mL,11,16.99,01/01/2016
4_Cedar Ridge_2854,4,Cedar Ridge,2854,CloudNineCafé,750mL,5,54.99,01/01/2016
4_Cedar Ridge_3237,4,Cedar Ridge,3237,ChilledCherryCharm,1.75L,9,23.99,01/01/2016
4_Cedar Ridge_3296,4,Cedar Ridge,3296,MysticMangoMingle,750mL,5,22.99,01/01/2016
4_Cedar Ridge_3487,4,Cedar Ridge,3487,SummerBerryBrio,750mL,8,16.99,01/01/2016
4_Cedar Ridge_3917,4,Cedar Ridge,3917,SparklingSiesta,50mL,10,0.99,01/01/2016
4_Cedar Ridge_4246,4,Cedar Ridge,4246,TranquilToffeeTwirl,375mL,41,5.49,01/01/2016
4_Cedar Ridge_5124,4,Cedar Ridge,5124,FrolicFrappe,1.75L,8,66.99,01/01/2016
11_Eldertown_14383,11,Eldertown,14383,SunlitSnowfruitSip,750mL,8,15.99,01/01/2016
11_Eldertown_14439,11,Eldertown,14439,LushLagoonLatte,750mL,13,4.99,01/01/2016
11_Eldertown_16328,11,Eldertown,16328,TranquilToastedTaffy,500mL,21,3.99,01/01/2016
11_Eldertown_19507,11,Eldertown,19507,VelvetFizz,750mL,43,7.99,01/01/2016
11_Eldertown_24002,11,Eldertown,24002,EnchantedElderflowerElixir,1.5L,61,8.99,01/01/2016
11_Eldertown_24310,11,Eldertown,24310,ZestSplash,750mL,37,12.99,01/01/2016
11_Eldertown_27644,11,Eldertown,27644,EnchantedIced,750mL,17,9.99,01/01/2016
11_Eldertown_29407,11,Eldertown,29407,WildWisteriaWhirl,750mL,40,15.99,01/01/2016
11_Eldertown_29996,11,Eldertown,29996,WhisperQuencher,750mL,20,16.99,01/01/2016
11_Eldertown_31541,11,Eldertown,31541,OasisWhirl,750mL,73,20.99,01/01/2016
11_Eldertown_35862,11,Eldertown,35862,SunburstSip,750mL,16,19.99,01/01/2016
11_Eldertown_37731,11,Eldertown,37731,CosmicCider,3L,9,10.99,01/01/2016
32_Oceanview_14383,32,Oceanview,14383,SunlitSnowfruitSip,750mL,14,15.99,01/01/2016
32_Oceanview_14439,32,Oceanview,14439,LushLagoonLatte,750mL,12,4.99,01/01/2016
32_Oceanview_15349,32,Oceanview,15349,BlossomButterflyBrew,300mL,7,7.99,01/01/2016
32_Oceanview_16159,32,Oceanview,16159,GlimmerQuench,750mL,18,9.99,01/01/2016
32_Oceanview_16180,32,Oceanview,16180,CozyCaramelCrave,750mL,6,10.99,01/01/2016
32_Oceanview_16328,32,Oceanview,16328,TranquilToastedTaffy,500mL,4,3.99,01/01/2016
32_Oceanview_19055,32,Oceanview,19055,VelvetVista,750mL,19,9.99,01/01/2016
32_Oceanview_19507,32,Oceanview,19507,VelvetFizz,750mL,13,7.99,01/01/2016
32_Oceanview_19549,32,Oceanview,19549,FrostedFable,3L,3,14.99,01/01/2016
32_Oceanview_20400,32,Oceanview,20400,StarrySpicedSorbet,750mL,9,13.99,01/01/2016
32_Oceanview_24002,32,Oceanview,24002,EnchantedElderflowerElixir,1.5L,21,8.99,01/01/2016
32_Oceanview_27644,32,Oceanview,27644,EnchantedIced,750mL,10,9.99,01/01/2016
32_Oceanview_29407,32,Oceanview,29407,WildWisteriaWhirl,750mL,62,15.99,01/01/2016
32_Oceanview_29996,32,Oceanview,29996,WhisperQuencher,750mL,58,16.99,01/01/2016
32_Oceanview_31541,32,Oceanview,31541,OasisWhirl,750mL,41,20.99,01/01/2016
32_Oceanview_33683,32,Oceanview,33683,FrothEuphoria,1.5L,9,20.99,01/01/2016
38_Willowfield_3079,38,Willowfield,3079,RadiantRhubarbRefresher,750mL,17,13.99,01/01/2016
38_Willowfield_3237,38,Willowfield,3237,ChilledCherryCharm,1.75L,15,23.99,01/01/2016
38_Willowfield_3296,38,Willowfield,3296,MysticMangoMingle,750mL,15,22.99,01/01/2016
38_Willowfield_3487,38,Willowfield,3487,SummerBerryBrio,750mL,11,16.99,01/01/2016
38_Willowfield_4246,38,Willowfield,4246,TranquilToffeeTwirl,375mL,50,5.49,01/01/2016
60_Velvetville_23633,60,Velvetville,23633,CinnamonSizzle,750mL,6,14.99,01/01/2016
60_Velvetville_23659,60,Velvetville,23659,MeadowMist,750mL,18,26.99,01/01/2016
60_Velvetville_24002,60,Velvetville,24002,EnchantedElderflowerElixir,1.5L,9,8.99,01/01/2016
60_Velvetville_24310,60,Velvetville,24310,ZestSplash,750mL,15,12.99,01/01/2016
60_Velvetville_24673,60,Velvetville,24673,ZenBrew,1.5L,10,15.99,01/01/2016
60_Velvetville_25005,60,Velvetville,25005,VelvetVioletVapor,750mL,6,17.99,01/01/2016
60_Velvetville_25159,60,Velvetville,25159,Peaches-n-Dream,750mL,11,11.99,01/01/2016
60_Velvetville_27644,60,Velvetville,27644,EnchantedIced,750mL,17,9.99,01/01/2016
60_Velvetville_29407,60,Velvetville,29407,WildWisteriaWhirl,750mL,54,15.99,01/01/2016
60_Velvetville_29996,60,Velvetville,29996,WhisperQuencher,750mL,19,16.99,01/01/2016
60_Velvetville_31541,60,Velvetville,31541,OasisWhirl,750mL,12,20.99,01/01/2016
60_Velvetville_33683,60,Velvetville,33683,FrothEuphoria,1.5L,10,20.99,01/01/2016
58_Frostwood_5921,58,Frostwood,5921,SparklingSaffron,750mL,11,21.99,01/01/2016
58_Frostwood_6553,58,Frostwood,6553,PomegranatePleasure,750mL,7,11.99,01/01/2016
58_Frostwood_8102,58,Frostwood,8102,MidnightMochaMist,1.75L,11,24.99,01/01/2016
58_Frostwood_8370,58,Frostwood,8370,LavenderLullaby,1.75L,18,10.99,01/01/2016
58_Frostwood_8847,58,Frostwood,8847,LuminousLagoon,750mL,8,5.99,01/01/2016
58_Frostwood_11213,58,Frostwood,11213,CitrusSilk,750mL,12,18.99,01/01/2016
58_Frostwood_14439,58,Frostwood,14439,LushLagoonLatte,750mL,13,4.99,01/01/2016
58_Frostwood_16180,58,Frostwood,16180,CozyCaramelCrave,750mL,14,10.99,01/01/2016
58_Frostwood_19507,58,Frostwood,19507,VelvetFizz,750mL,17,7.99,01/01/2016
58_Frostwood_24002,58,Frostwood,24002,EnchantedElderflowerElixir,1.5L,13,8.99,01/01/2016
58_Frostwood_24673,58,Frostwood,24673,ZenBrew,1.5L,8,15.99,01/01/2016
58_Frostwood_27644,58,Frostwood,27644,EnchantedIced,750mL,12,9.99,01/01/2016
58_Frostwood_29407,58,Frostwood,29407,WildWisteriaWhirl,750mL,15,15.99,01/01/2016
63_Moonlit Meadow_3487,63,Moonlit Meadow,3487,SummerBerryBrio,750mL,12,16.99,01/01/2016
63_Moonlit Meadow_3917,63,Moonlit Meadow,3917,SparklingSiesta,50mL,1,0.99,01/01/2016
63_Moonlit Meadow_4246,63,Moonlit Meadow,4246,TranquilToffeeTwirl,375mL,31,5.49,01/01/2016
63_Moonlit Meadow_5124,63,Moonlit Meadow,5124,FrolicFrappe,1.75L,6,66.99,01/01/2016
63_Moonlit Meadow_5921,63,Moonlit Meadow,5921,SparklingSaffron,750mL,13,21.99,01/01/2016
63_Moonlit Meadow_6553,63,Moonlit Meadow,6553,PomegranatePleasure,750mL,15,11.99,01/01/2016
68_Radiant Ridge_4246,68,Radiant Ridge,4246,TranquilToffeeTwirl,375mL,21,5.49,01/01/2016
68_Radiant Ridge_5124,68,Radiant Ridge,5124,FrolicFrappe,1.75L,1,66.99,01/01/2016
68_Radiant Ridge_5921,68,Radiant Ridge,5921,SparklingSaffron,750mL,20,21.99,01/01/2016
68_Radiant Ridge_6553,68,Radiant Ridge,6553,PomegranatePleasure,750mL,12,11.99,01/01/2016
68_Radiant Ridge_7725,68,Radiant Ridge,7725,MidnightMangoMist,750mL,17,9.99,01/01/2016
68_Radiant Ridge_8102,68,Radiant Ridge,8102,MidnightMochaMist,1.75L,36,24.99,01/01/2016
79_Starlight Bluff_7725,79,Starlight Bluff,7725,MidnightMangoMist,750mL,12,9.99,01/01/2016
79_Starlight Bluff_8102,79,Starlight Bluff,8102,MidnightMochaMist,1.75L,63,24.99,01/01/2016
79_Starlight Bluff_8370,79,Starlight Bluff,8370,LavenderLullaby,1.75L,8,10.99,01/01/2016
79_Starlight Bluff_8847,79,Starlight Bluff,8847,LuminousLagoon,750mL,12,5.99,01/01/2016
79_Starlight Bluff_10452,79,Starlight Bluff,10452,MoonlitMapleMocha,750mL,4,9.99,01/01/2016
79_Starlight Bluff_11213,79,Starlight Bluff,11213,CitrusSilk,750mL,15,18.99,01/01/2016
79_Starlight Bluff_11340,79,Starlight Bluff,11340,BlissfulBubbly,750mL,12,13.99,01/01/2016
79_Starlight Bluff_14383,79,Starlight Bluff,14383,SunlitSnowfruitSip,750mL,11,15.99,01/01/2016
79_Starlight Bluff_14439,79,Starlight Bluff,14439,LushLagoonLatte,750mL,17,4.99,01/01/2016
79_Starlight Bluff_15007,79,Starlight Bluff,15007,BubbleHarbor,750mL,9,19.99,01/01/2016
79_Starlight Bluff_16159,79,Starlight Bluff,16159,GlimmerQuench,750mL,26,9.99,01/01/2016
79_Starlight Bluff_16180,79,Starlight Bluff,16180,CozyCaramelCrave,750mL,12,10.99,01/01/2016
79_Starlight Bluff_16328,79,Starlight Bluff,16328,TranquilToastedTaffy,500mL,13,3.99,01/01/2016
67_Willow Creek_3079,67,Willow Creek,3079,RadiantRhubarbRefresher,750mL,12,13.99,01/01/2016
67_Willow Creek_3237,67,Willow Creek,3237,ChilledCherryCharm,1.75L,31,23.99,01/01/2016
67_Willow Creek_3296,67,Willow Creek,3296,MysticMangoMingle,750mL,22,22.99,01/01/2016
67_Willow Creek_3487,67,Willow Creek,3487,SummerBerryBrio,750mL,33,16.99,01/01/2016
67_Willow Creek_3688,67,Willow Creek,3688,StarryNectar,1.75L,5,4.99,01/01/2016
67_Willow Creek_3917,67,Willow Creek,3917,SparklingSiesta,50mL,4,0.99,01/01/2016
67_Willow Creek_4246,67,Willow Creek,4246,TranquilToffeeTwirl,375mL,63,5.49,01/01/2016
53_Sunflower Valley_8847,53,Sunflower Valley,8847,LuminousLagoon,750mL,12,5.99,01/01/2016
53_Sunflower Valley_11213,53,Sunflower Valley,11213,CitrusSilk,750mL,15,18.99,01/01/2016
53_Sunflower Valley_14439,53,Sunflower Valley,14439,LushLagoonLatte,750mL,12,4.99,01/01/2016
53_Sunflower Valley_16328,53,Sunflower Valley,16328,TranquilToastedTaffy,500mL,10,3.99,01/01/2016
53_Sunflower Valley_19175,53,Sunflower Valley,19175,StarrySipAmericano,750mL,36,11.99,01/01/2016
53_Sunflower Valley_19507,53,Sunflower Valley,19507,VelvetFizz,750mL,14,7.99,01/01/2016
53_Sunflower Valley_24002,53,Sunflower Valley,24002,EnchantedElderflowerElixir,1.5L,8,8.99,01/01/2016
53_Sunflower Valley_27644,53,Sunflower Valley,27644,EnchantedIced,750mL,6,9.99,01/01/2016
53_Sunflower Valley_35862,53,Sunflower Valley,35862,SunburstSip,750mL,11,19.99,01/01/2016
53_Sunflower Valley_37731,53,Sunflower Valley,37731,CosmicCider,3L,12,10.99,01/01/2016
53_Sunflower Valley_40175,53,Sunflower Valley,40175,SunburstSorbet,187mL 4 Pk,0,11.99,01/01/2016
53_Sunflower Valley_41212,53,Sunflower Valley,41212,SparkleBliss,750mL,8,15.99,01/01/2016
50_Willowgate_8907,50,Willowgate,8907,RadiantRainforestRipple,1.5L,8,6.99,01/01/2016
50_Willowgate_10452,50,Willowgate,10452,MoonlitMapleMocha,750mL,11,9.99,01/01/2016
50_Willowgate_11213,50,Willowgate,11213,CitrusSilk,750mL,27,18.99,01/01/2016
50_Willowgate_11340,50,Willowgate,11340,BlissfulBubbly,750mL,23,13.99,01/01/2016
50_Willowgate_13122,50,Willowgate,13122,LavenderLatte,750mL,3,14.99,01/01/2016
50_Willowgate_14383,50,Willowgate,14383,SunlitSnowfruitSip,750mL,10,15.99,01/01/2016
50_Willowgate_14439,50,Willowgate,14439,LushLagoonLatte,750mL,10,4.99,01/01/2016
50_Willowgate_15007,50,Willowgate,15007,BubbleHarbor,750mL,4,19.99,01/01/2016
50_Willowgate_15349,50,Willowgate,15349,BlossomButterflyBrew,300mL,3,7.99,01/01/2016
50_Willowgate_16159,50,Willowgate,16159,GlimmerQuench,750mL,58,9.99,01/01/2016
50_Willowgate_16179,50,Willowgate,16179,FrostedMapleMingle,750mL,1,49.99,01/01/2016
50_Willowgate_16180,50,Willowgate,16180,CozyCaramelCrave,750mL,6,10.99,01/01/2016
50_Willowgate_16328,50,Willowgate,16328,TranquilToastedTaffy,500mL,10,3.99,01/01/2016
50_Willowgate_18884,50,Willowgate,18884,VanillaVelour,750mL,6,15.99,01/01/2016
50_Willowgate_19055,50,Willowgate,19055,VelvetVista,750mL,4,9.99,01/01/2016
50_Willowgate_19175,50,Willowgate,19175,StarrySipAmericano,750mL,13,11.99,01/01/2016
23_Willowbrook_44854,23,Willowbrook,44854,ChocoMintMystique,750mL,8,51.99,01/01/2016
23_Willowbrook_45474,23,Willowbrook,45474,WhisperingWindchai,750mL,10,49.99,01/01/2016
24_Lakeview_1094,24,Lakeview,1094,TranquilBrew,750mL,10,41.99,01/01/2016
24_Lakeview_1397,24,Lakeview,1397,BlueberryBrew,750mL,45,13.99,01/01/2016
24_Lakeview_1692,24,Lakeview,1692,FrothyForestFable,750mL,21,18.49,01/01/2016
24_Lakeview_1896,24,Lakeview,1896,AlpineAloeAria,750mL,2,99.99,01/01/2016
24_Lakeview_2598,24,Lakeview,2598,TropicalTidewave,750mL,10,14.99,01/01/2016
24_Lakeview_2679,24,Lakeview,2679,OceanOpal,750mL,16,19.99,01/01/2016
24_Lakeview_2854,24,Lakeview,2854,CloudNineCafé,750mL,8,54.99,01/01/2016
24_Lakeview_3487,24,Lakeview,3487,SummerBerryBrio,750mL,11,16.99,01/01/2016
29_Golden Hills_1094,29,Golden Hills,1094,TranquilBrew,750mL,11,41.99,01/01/2016
29_Golden Hills_1397,29,Golden Hills,1397,BlueberryBrew,750mL,6,13.99,01/01/2016
29_Golden Hills_1692,29,Golden Hills,1692,FrothyForestFable,750mL,10,18.49,01/01/2016
29_Golden Hills_2598,29,Golden Hills,2598,TropicalTidewave,750mL,3,14.99,01/01/2016
29_Golden Hills_3487,29,Golden Hills,3487,SummerBerryBrio,750mL,11,16.99,01/01/2016
29_Golden Hills_3917,29,Golden Hills,3917,SparklingSiesta,50mL,31,0.99,01/01/2016
29_Golden Hills_4246,29,Golden Hills,4246,TranquilToffeeTwirl,375mL,12,5.49,01/01/2016
29_Golden Hills_5921,29,Golden Hills,5921,SparklingSaffron,750mL,6,21.99,01/01/2016
44_Sunset Ridge_5124,44,Sunset Ridge,5124,FrolicFrappe,1.75L,6,66.99,01/01/2016
44_Sunset Ridge_5921,44,Sunset Ridge,5921,SparklingSaffron,750mL,21,21.99,01/01/2016
44_Sunset Ridge_6553,44,Sunset Ridge,6553,PomegranatePleasure,750mL,15,11.99,01/01/2016
44_Sunset Ridge_7725,44,Sunset Ridge,7725,MidnightMangoMist,750mL,17,9.99,01/01/2016
44_Sunset Ridge_8102,44,Sunset Ridge,8102,MidnightMochaMist,1.75L,32,24.99,01/01/2016
44_Sunset Ridge_8370,44,Sunset Ridge,8370,LavenderLullaby,1.75L,9,10.99,01/01/2016
44_Sunset Ridge_8847,44,Sunset Ridge,8847,LuminousLagoon,750mL,14,5.99,01/01/2016
44_Sunset Ridge_11213,44,Sunset Ridge,11213,CitrusSilk,750mL,17,18.99,01/01/2016
44_Sunset Ridge_14439,44,Sunset Ridge,14439,LushLagoonLatte,750mL,9,4.99,01/01/2016
8_Horizon Hills_4246,8,Horizon Hills,4246,TranquilToffeeTwirl,375mL,15,5.49,01/01/2016
8_Horizon Hills_5124,8,Horizon Hills,5124,FrolicFrappe,1.75L,8,66.99,01/01/2016
8_Horizon Hills_5921,8,Horizon Hills,5921,SparklingSaffron,750mL,10,21.99,01/01/2016
